Lum,BP-RP,Teff
0.689,1.2233,4954.58
0.109,1.9063,3886.0
0.289,1.274,4948.86
1.775,1.0743,5177.15
0.834,1.1495,4959.5
0.232,1.3355,4685.29
50.085,1.4209,4517.12
0.272,1.3212,4813.46
4.12,1.4699,4460.0
1.748,1.2632,5035.0
0.125,1.5732,4422.0
1.298,1.3585,4779.0
0.4,1.2529,4841.62
0.072,2.0358,4031.19
0.452,1.2368,4888.1
0.097,1.8541,3900.0
0.403,1.2261,4845.09
0.356,1.353,4758.77
0.066,2.1094,3605.0
0.721,1.217,4860.5
1.449,1.1757,4901.25
0.651,1.237,4893.0
1.122,1.1454,5038.59
0.112,1.6693,4235.0
0.154,1.6283,4383.0
1.789,1.0535,5088.52
2.338,1.5104,4378.31
0.755,1.1585,4921.12
5.595,1.3803,4759.02
1.238,1.1006,4953.0
0.184,1.3839,4727.01
5.995,1.4716,4516.5
0.367,1.2594,4843.64
0.29,1.2038,4993.65
1.69,1.021,5344.06
0.72,1.2853,4890.77
9.102,1.4781,4472.24
1.312,1.1623,4922.71
2.41,1.1861,4874.25
0.474,1.5531,4278.33
0.528,1.2372,4885.67
1.112,1.0401,5124.18
0.2,1.5349,4376.0
2.599,0.9964,5334.55
0.297,1.4272,4764.0
0.987,1.218,4851.63
0.263,1.2904,4933.36
0.988,1.1282,4977.0
0.363,1.2174,4885.0
0.572,1.3504,4744.32
0.711,1.1881,4886.0
24.818,1.5064,4513.08
0.54,1.3173,4800.09
136.053,1.7048,4152.84
2.797,0.9965,5259.67
40.843,1.5974,4181.22
1.705,1.2475,4911.0
1.952,0.9698,5348.0
2.845,1.0859,4998.91
0.161,1.9639,3897.89
0.866,0.8596,5789.84
0.152,1.7695,4193.25
2.928,0.9872,5339.7
0.088,2.0673,4114.92
1.16,1.1814,4916.5
1.689,1.1002,4947.36
0.618,1.2434,5006.76
1.222,1.0485,5167.78
0.076,2.1463,3613.67
10.759,1.3186,4853.73
0.399,1.257,5216.33
0.877,1.2423,4886.0
0.338,1.4418,4444.0
0.534,1.2926,4969.6
0.177,1.5839,4304.67
0.273,1.2585,4982.02
3.806,1.517,4470.9
0.344,1.281,4802.79
0.057,2.0752,3651.33
1.836,0.9364,5329.0
0.096,1.8122,3909.5
0.26,1.4798,4488.0
32.42,1.6281,4311.09
0.302,1.3354,4738.17
1.399,1.385,4844.43
0.233,1.4502,4444.0
0.925,1.1737,4893.27
2.664,1.2198,5051.76
0.972,1.194,4882.36
0.909,1.1895,4975.67
0.281,1.2848,5032.33
3.292,1.0267,5276.56
0.85,1.1841,4913.0
0.659,1.2491,4852.0
1.376,1.0233,5183.3
0.487,1.3101,4804.67
3.214,0.9892,5335.67
1.528,1.1842,4865.43
1.575,1.3904,4649.38
0.082,1.8605,4001.46
2.048,0.7502,6256.46
77.056,1.7372,4080.5
0.379,1.2629,5118.68
1.129,1.059,5085.81
1.257,1.0907,5029.71
0.235,1.5433,4369.14
0.682,1.099,5040.02
2.33,1.0309,5174.5
0.274,1.3543,4753.52
0.107,2.0899,3668.5
0.592,1.1267,4967.5
18.664,1.5701,4306.32
1.399,1.082,4972.66
0.725,1.1961,4906.1
18.802,1.5061,4460.98
0.545,1.2253,4867.29
0.492,1.2184,4875.0
0.193,1.6914,4039.86
0.449,0.9998,5339.0
31.264,1.5919,4191.18
0.168,1.314,4982.67
1.202,1.0606,5096.76
0.569,1.2936,4804.14
0.11,2.0166,3722.0
0.911,1.0748,5044.2
2.575,1.2577,4857.94
0.538,1.205,4893.25
1.801,0.9335,5470.0
0.29,1.3341,4710.79
0.379,1.2996,4941.15
0.438,1.0158,5261.57
0.217,1.388,4728.57
1.702,0.75,6092.82
0.566,1.2176,4875.0
0.921,1.084,5038.65
0.348,1.2936,5002.84
3.604,1.362,4845.0
0.552,1.1688,4905.0
17.779,1.3905,4694.83
0.062,1.9653,4063.62
0.271,1.7056,4129.65
0.149,1.4142,4623.57
2.142,0.8024,5749.37
0.435,1.3194,4813.46
0.948,1.2105,4917.0
0.333,1.33,5045.33
16.265,1.4249,4563.21
0.8,1.0749,5008.72
0.804,1.1416,4866.31
0.617,1.1407,4983.33
0.239,1.2497,4844.25
0.142,1.6671,4204.98
0.589,1.1841,4896.75
2.801,1.0709,5217.54
1.61,1.2925,4899.56
0.316,1.3333,4844.11
0.794,1.1785,4901.67
0.433,1.2808,5091.67
3.544,1.3422,4952.0
0.648,1.1737,4905.0
0.18,1.1947,4894.0
0.893,1.1144,4974.46
0.139,1.3814,4943.0
222.229,1.6625,4242.17
0.08,1.98,3746.0
1.254,0.9611,5368.33
0.252,1.2889,4848.0
0.183,1.4108,4891.33
0.358,1.2783,4940.0
0.218,1.4712,4474.0
5.167,1.3139,4878.23
2.55,1.1165,4943.25
0.878,1.1236,4961.5
1.067,0.9199,5540.0
1.281,1.0337,5125.23
0.789,1.1461,4985.1
1.13,1.0422,5068.42
0.206,1.8238,3928.67
0.514,0.9299,5441.33
0.74,1.2182,4850.0
0.294,1.2075,4984.42
0.45,1.0706,5052.37
0.188,1.4896,4460.33
0.276,1.4641,4399.0
0.174,2.1148,3627.0
0.232,1.4992,4378.76
0.122,1.5895,4482.62
1.317,1.07,5049.09
0.653,1.2832,4942.67
2.415,1.2429,4962.26
0.774,1.2447,4996.22
0.751,1.299,5055.0
1.613,1.0114,5259.6
3.057,1.0207,5299.59
0.232,1.3501,4925.07
0.098,1.7555,4244.0
0.589,1.1317,4966.0
0.434,1.1724,4904.55
1.549,1.0681,5077.0
0.523,1.1368,4944.35
42.607,1.4946,4548.08
0.349,1.2761,4855.93
0.241,1.3122,4901.09
2.625,1.3913,4745.17
0.184,1.4655,4384.33
0.363,1.212,4868.0
0.244,1.7571,3989.0
0.653,1.2761,4961.59
0.334,1.1329,5065.86
0.068,1.8082,3931.6
0.206,1.4169,4653.37
0.97,1.0892,5011.0
0.169,1.6126,4211.24
0.115,1.6135,4360.22
0.368,1.438,4450.75
0.079,1.914,4206.54
1.081,1.1646,5001.25
0.06,1.9219,3856.0
9.442,1.3579,4832.62
0.277,1.8624,4002.33
0.167,1.4615,4433.83
0.488,1.184,4901.0
1.487,1.3686,5027.5
2.825,1.341,4772.19
34.74,1.4575,4557.06
0.093,1.6556,4195.0
1.27,1.0329,5154.61
0.106,2.2344,3560.0
0.263,1.3673,4932.92
0.897,1.0849,5004.79
1.892,1.1387,4994.58
1.258,1.1285,4962.0
0.298,1.3197,4970.65
0.928,1.1449,4878.46
0.166,1.5309,4334.46
0.294,1.4296,4611.09
0.04,2.4098,3506.5
0.486,1.2289,4890.0
1.511,0.836,5812.67
0.16,1.6039,4347.67
0.17,1.4262,4462.12
0.108,1.8216,3964.0
0.106,1.523,4434.5
3.075,1.075,5044.2
1.049,1.0816,5096.07
0.06,2.0376,3882.96
0.202,1.5359,4426.0
1.405,0.9446,5255.67
0.516,1.2217,4879.0
1.142,1.1272,5152.84
2.587,1.3461,4982.25
2.169,0.7955,5965.0
0.328,1.3945,4823.67
0.13,1.6985,4203.05
1.193,1.1161,4949.38
10.409,1.3908,4750.0
0.084,2.0056,4189.74
0.934,1.2222,4857.05
0.516,1.1957,5090.0
0.062,2.269,3848.74
41.785,1.428,4440.92
0.451,1.1385,4988.25
0.166,1.9638,3919.5
12.508,0.658,6463.0
9.817,1.3253,4975.0
2.15,0.8651,5555.5
0.234,1.4571,4437.91
1.764,0.9057,5439.5
0.176,1.3552,4949.5
0.398,1.5538,4253.5
1.332,0.9548,5370.0
0.085,1.9154,3854.0
0.075,1.9691,3847.98
0.215,1.2822,5044.0
0.285,1.3389,4780.76
5.238,1.2771,4870.79
3.347,1.0514,5653.12
1.506,0.9863,5244.81
0.557,1.0735,5058.95
0.192,1.3918,4582.85
0.476,1.1244,4900.0
0.431,1.3116,4922.33
1.697,1.0927,4988.56
1.119,1.0335,5161.71
1.103,1.0265,5184.0
3.802,0.9944,5265.93
0.071,1.9404,3789.75
0.428,1.438,4414.3
0.254,1.2405,5047.1
3.936,1.3792,4913.5
1.955,0.7052,6039.58
0.463,1.1097,4975.0
1.532,1.0249,5218.5
0.195,1.3751,4799.38
3.372,1.2751,4931.2
23.2,1.4075,4812.0
1.968,1.0428,5142.0
1.312,0.8837,5896.62
0.09,1.9181,3950.54
0.125,1.7977,4123.65
1.747,0.899,5519.05
2.726,0.9042,5665.36
1.001,0.944,5318.33
0.459,1.1298,4888.4
0.131,1.7517,3993.33
0.763,1.0595,5777.35
1.198,1.0491,4963.67
1.986,1.051,5105.0
0.311,1.1287,4943.25
0.438,1.1326,5121.83
0.202,1.323,4837.5
0.839,1.0461,5203.0
0.145,1.654,4192.67
0.459,1.1122,4950.0
0.055,2.1203,3809.96
0.896,1.028,5218.0
3.825,1.0136,5339.75
1.206,0.9575,5507.07
0.069,2.0895,3643.68
0.824,1.0531,5088.52
0.371,1.1944,4908.5
0.072,1.885,3931.67
0.249,1.3933,4600.0
47.382,1.3513,4896.33
11.227,0.6954,6186.9
1.849,0.9355,5308.91
2.993,0.8951,5638.0
0.29,1.1647,4908.0
0.411,1.2097,4964.92
1.245,0.999,5327.0
0.435,1.1742,4942.5
0.835,1.001,5328.0
1.471,0.868,5756.0
0.186,1.6001,4366.0
0.328,1.3315,5029.6
0.271,1.2181,4888.79
0.335,1.2343,4871.0
1.071,1.0356,5200.0
0.107,1.8486,4029.0
25.618,1.2897,5002.84
0.786,1.0101,5201.15
0.057,2.0436,3982.0
1.408,1.0963,4890.0
0.262,1.2285,4868.0
0.172,1.6965,4224.0
2.248,1.0504,5156.0
0.063,2.0855,3605.0
0.275,1.2448,4859.17
34.473,1.3235,4943.0
0.096,1.6238,4310.0
0.306,1.109,5014.33
0.418,1.1617,4933.0
0.092,1.6304,4371.0
0.651,1.2009,4891.33
1.521,1.0516,5619.4
1.532,0.9523,5373.5
0.904,1.0545,5527.9
0.15,1.4369,4383.74
0.784,1.0107,5325.67
2.957,1.0153,5287.11
0.889,1.028,5148.83
35.447,1.4191,4462.21
4.705,0.661,6517.0
2.685,1.3578,4975.79
0.612,1.1935,4994.39
0.174,1.6136,4233.48
0.495,1.0895,5022.88
3.26,0.9055,5367.0
44.205,1.3832,4735.85
2.475,0.9421,5340.0
0.442,1.139,5001.0
0.119,1.8635,3877.5
1.225,0.894,5651.11
0.951,0.984,5299.0
0.102,1.6058,4244.5
0.563,1.1864,4865.27
0.055,2.0836,3754.0
0.292,1.372,4736.5
0.498,1.2836,5055.48
18.379,1.452,4717.75
0.446,1.2017,4898.33
0.463,1.2414,5027.63
0.364,1.2961,4816.29
2.247,1.18,5000.75
0.414,1.5271,4628.29
0.532,1.2373,5005.69
0.1,1.7573,4004.46
0.16,1.7759,4214.13
0.536,1.1529,4928.16
0.308,1.5817,4317.4
0.187,1.6056,4263.0
0.805,1.1275,4922.32
0.371,1.3135,4878.0
0.359,1.2708,4855.93
0.235,1.3818,4761.86
0.29,1.564,4361.03
1.404,0.9274,5269.0
1.203,0.85,5756.5
0.434,1.1033,4993.32
1.592,1.1949,4983.01
0.421,1.3023,5077.5
0.383,1.2583,4895.4
2.863,0.9004,5535.54
0.157,1.6984,4227.0
0.299,1.3915,4445.17
0.219,1.4039,4701.79
3.343,1.2154,4877.0
1.211,1.0432,5102.5
0.087,1.922,3974.85
2.583,1.3999,4834.67
0.317,1.3936,4832.0
0.04,2.4106,3417.0
0.2,1.412,4448.48
0.971,1.0677,5133.24
0.414,1.3246,4788.11
1.211,0.9853,5276.34
0.62,1.1417,4910.66
11.938,1.4155,4591.65
0.586,1.1503,4896.75
1.418,0.9127,5427.0
0.088,2.1157,3685.0
0.44,1.2318,4862.75
0.634,1.18,4944.75
0.084,2.1137,3959.06
65.052,1.4911,4413.0
0.132,1.6362,4252.75
0.076,1.8379,4070.0
1.148,1.0252,5211.39
0.303,1.2722,4914.44
1.121,1.1239,4962.54
8.765,1.1225,4992.33
0.168,1.4501,4422.33
0.222,1.2652,5031.0
0.406,1.1482,4915.5
2.137,1.1236,4978.0
0.109,1.9155,3873.0
0.488,1.0286,5100.25
1.806,1.0612,5534.22
0.174,1.8586,3996.0
0.186,1.4272,4826.75
0.795,1.2763,4989.02
0.468,1.2221,4929.75
0.7,1.0995,4946.14
0.138,1.7652,3966.75
0.564,1.1232,4962.68
0.076,2.014,3757.0
5.774,1.3194,4949.73
0.194,1.5306,4292.2
1.706,1.0739,4995.12
0.847,1.0652,5203.15
10.567,1.3694,4791.0
0.346,1.3505,4681.53
0.626,1.0163,5166.0
0.586,1.2213,4883.71
0.121,1.5928,4243.55
3.118,0.8277,5774.5
0.691,1.1182,5177.67
0.619,1.2366,4894.0
0.625,1.1724,4945.0
0.896,1.0424,5086.66
0.104,1.7055,4132.0
4.553,1.3971,4469.84
0.701,1.1415,4964.0
0.223,1.2846,4764.42
0.23,1.6554,4242.67
0.473,1.313,4793.96
0.428,1.5024,4386.75
0.497,1.2466,4860.0
0.373,1.3111,4761.58
0.882,1.118,4926.23
0.518,1.1375,4895.0
0.349,1.2823,5058.67
2.181,1.2155,4851.63
0.181,1.5639,4417.0
1.851,1.4757,4698.97
8.991,0.8675,5744.0
0.954,1.327,4842.33
4.427,1.1104,4807.81
1.333,1.1505,4934.0
0.12,1.6203,4553.17
0.357,1.3626,4822.65
0.401,1.2721,4907.84
0.112,1.713,4117.89
0.349,1.357,4758.77
1.544,1.1384,4976.93
0.655,1.2331,4875.0
0.347,1.3046,4872.15
0.098,1.897,4296.62
2.305,1.1393,4994.13
0.225,1.3595,4781.83
0.619,1.1174,5100.57
2.418,0.6557,6213.09
0.521,1.2558,4894.71
0.2,1.3492,4766.97
0.622,1.1476,5040.38
3.596,0.8491,5764.67
1.619,0.9024,5494.25
1.178,1.0606,5098.82
0.131,1.5471,4420.67
3.447,1.28,5043.0
0.466,1.1662,4892.95
0.218,1.6552,4091.91
0.172,1.6152,4355.0
0.087,2.3423,3431.0
13.622,1.5514,4295.33
2.951,0.703,6571.49
0.452,1.1245,4977.5
0.705,1.0344,5149.0
0.577,1.1212,4936.61
1.267,1.102,4954.5
2.266,1.0609,5102.65
10.389,1.4434,4588.18
0.877,1.0631,5056.29
0.561,1.1078,5005.88
30.323,1.2842,5059.5
0.391,1.1851,4886.0
0.98,1.1506,4982.0
1.437,1.1084,4980.33
0.941,1.1088,4995.5
1.649,1.0269,5174.83
0.306,1.2659,4988.8
1.249,0.9703,5493.0
34.717,1.3818,4888.33
1.177,0.932,5282.3
4.01,0.8648,5620.37
0.377,1.123,5144.54
0.752,1.1167,4908.51
0.894,1.0776,5281.25
0.37,1.2675,5046.33
2.24,1.1504,4931.67
0.598,1.1839,4914.5
0.857,1.0675,5528.97
0.083,1.7019,4264.0
0.242,1.2878,4815.38
2.61,1.0808,4939.41
0.078,1.9897,3729.0
1.112,1.0341,5149.0
34.133,1.5245,4267.84
1.75,1.2239,4873.0
0.447,1.1445,4880.0
0.064,2.0646,3688.75
0.315,1.2547,4857.26
15.619,1.5243,4397.79
2.087,0.903,5430.4
1.538,1.0674,5528.97
0.242,1.3531,4872.38
42.874,1.4309,4481.54
0.967,1.1572,4927.67
0.625,1.1623,4865.71
5.897,1.408,4551.75
0.205,1.273,5022.18
1.901,1.2894,5011.0
1.643,0.9195,5565.3
0.14,1.6153,4314.5
0.16,1.4981,4440.69
0.175,1.5259,4338.5
0.792,1.0344,5234.42
0.09,1.9906,3734.5
1.228,0.9892,5181.32
1.235,1.1288,5180.76
2.261,0.8083,5874.0
0.14,1.6376,4468.05
0.25,1.3381,4776.51
0.234,1.4136,4566.69
0.27,1.3146,4847.3
0.154,1.6544,4211.0
99.902,1.6039,4177.46
0.092,1.7544,4054.0
0.225,1.4237,4696.56
1.84,1.0974,5029.56
1.236,1.0293,5188.46
0.22,1.3775,4921.33
1.733,1.0631,5105.5
0.424,1.1877,4886.0
0.517,1.1614,4896.9
1.324,1.0981,4914.06
1.813,1.0011,5326.25
2.253,0.9687,5381.75
0.376,1.1909,4859.33
5.707,1.3345,4902.44
0.985,1.0161,5233.66
0.413,1.2104,4919.0
0.395,1.1329,5037.0
0.064,1.962,3897.89
0.758,1.029,5120.61
0.675,1.1676,4909.0
0.098,1.6575,4325.0
0.222,1.4252,4893.56
0.108,1.8067,3937.7
1.88,1.0702,5088.75
0.484,1.2639,5104.51
0.877,1.1006,4973.0
0.196,1.4439,4741.0
0.113,1.6525,4288.47
3.701,0.9776,5273.0
1.357,1.085,5039.0
2.814,0.6699,6204.38
0.552,1.3172,4752.22
0.87,1.2181,4887.25
0.612,1.1198,4934.77
2.409,1.4104,4457.0
0.109,1.6634,4247.0
3.378,1.01,5295.46
0.648,1.1849,4847.16
22.502,1.5429,4416.0
0.618,1.2103,4874.0
0.747,1.2612,5082.0
0.21,1.8771,3819.0
0.914,1.2575,4831.27
1.003,1.0347,5230.12
0.786,1.1661,4886.98
0.079,1.9148,3956.67
3.512,0.6542,6275.6
0.218,1.3263,4733.22
1.428,1.0072,5315.41
0.236,1.4892,4459.25
0.435,1.3748,4700.47
0.305,1.2589,4925.1
0.06,2.5939,3526.33
0.184,1.5456,4285.06
0.175,1.4353,4750.0
1.883,1.1932,4878.0
0.964,1.0795,5170.02
0.327,1.572,4449.0
0.232,1.488,4624.5
2.312,1.3569,4995.84
0.137,1.7189,4465.83
0.046,2.1402,3692.33
0.593,1.1375,4895.0
0.783,1.2117,4873.38
0.478,1.1352,4968.51
2.274,1.1295,5163.68
0.136,1.5581,4369.5
12.022,1.4997,4328.16
7.443,1.3431,4928.0
41.924,1.4037,4636.64
1.094,1.1226,5122.64
5.656,1.5954,4368.0
0.793,1.3568,5001.25
0.443,1.2688,4888.22
1.707,1.1859,4902.0
0.641,1.1986,4919.0
0.474,1.5998,4334.62
0.075,2.0011,3849.67
1.22,1.3635,4876.79
0.205,1.665,4225.33
0.556,1.3685,4970.44
0.96,1.2411,4903.0
0.415,1.3109,4888.33
1.358,1.3085,4831.49
0.502,1.4517,4392.0
0.123,2.0638,3852.63
0.174,1.8671,3937.5
0.329,1.517,4385.93
0.239,1.478,4728.73
0.752,1.362,5033.46
0.368,1.4503,4463.02
1.517,1.4969,4431.33
1.548,1.1541,5013.25
0.088,2.226,3553.33
0.678,1.2529,4854.07
1.164,1.3128,4929.13
3.614,1.0721,5143.47
0.446,1.4777,4728.73
1.891,1.2517,4876.0
0.663,1.3023,4860.76
0.147,1.8572,4071.52
1.638,1.1557,4916.66
0.109,2.1662,3704.14
1.066,1.2279,4872.0
0.47,1.3296,5072.67
0.705,1.0836,5022.82
0.266,1.4059,4496.66
0.691,1.1625,4913.45
0.771,1.224,4862.33
0.322,1.4384,4471.0
28.672,1.773,4170.57
0.637,1.2518,4831.42
0.091,1.8163,4031.5
2.55,1.5475,4243.79
1.048,1.1619,4903.1
0.472,1.3028,4853.73
19.532,1.638,4165.1
0.08,2.5683,3408.0
0.25,1.4345,4447.6
0.099,1.7784,4111.71
1.386,1.2825,4775.0
0.375,1.4177,4583.88
0.049,2.4294,3369.75
1.803,1.3523,4953.0
0.143,1.5131,4422.67
0.909,1.0205,5333.06
0.7,1.43,4462.65
0.221,1.2972,4863.42
0.991,1.1493,4965.0
4.355,0.9481,5392.0
0.505,1.1555,4946.67
0.121,1.931,4014.02
1.159,1.1026,4953.0
0.339,1.2446,5075.66
3.822,0.9614,5370.0
0.116,1.7825,3956.0
1.192,1.1162,4965.0
1.488,1.0873,5022.88
0.06,1.8705,4014.67
0.9,1.008,5259.6
0.233,1.3343,4922.87
0.151,1.4277,4634.5
0.208,1.5779,4300.56
0.072,2.4763,3463.0
1.274,1.0657,5069.14
1.811,0.9554,5362.0
0.706,1.017,5245.0
0.121,1.9167,3849.23
0.244,1.3006,4921.52
0.23,1.4918,4464.0
0.496,1.3781,4812.24
0.279,1.309,5019.0
0.387,1.0886,5006.4
0.072,1.8498,3941.0
1.919,1.0158,5582.5
0.063,2.6481,3850.85
0.395,1.2071,4899.0
0.08,2.0187,4068.69
0.233,1.1848,4885.0
0.316,1.2247,4937.33
1.187,0.9979,5342.33
0.133,1.5443,4415.75
0.715,1.1,4967.0
0.622,1.1551,4943.0
0.537,1.188,4865.5
7.41,0.8884,5661.0
0.319,1.2859,4851.9
3.907,0.9759,5347.0
0.366,1.4171,4692.09
0.589,1.1754,4935.75
6.805,1.2918,4918.57
0.162,1.7846,4070.07
1.216,1.0069,5274.59
0.128,1.5592,4338.24
1.056,1.0566,5070.67
0.88,1.1824,4896.73
0.86,1.17,4916.77
0.14,1.572,4271.25
0.204,1.3158,5015.75
1.108,1.1725,4933.0
291.063,1.8072,4213.67
0.465,1.2609,5051.41
0.202,1.4823,4483.0
1.209,1.0637,5056.16
5.718,1.3034,4988.0
0.396,1.2463,4883.25
3.593,1.5318,4416.33
0.493,1.2256,4887.67
1.548,1.3168,4954.24
0.37,1.2095,4898.0
3.217,0.7142,6249.33
2.982,1.1418,4924.1
16.526,1.5467,4355.0
0.194,1.3815,4575.13
2.038,0.989,5104.96
0.492,1.3862,4599.48
0.278,1.4435,4432.0
0.419,1.3609,4954.0
0.218,1.4772,4420.0
0.932,1.1701,4894.0
1.045,1.1677,4882.75
0.111,1.8004,4028.17
0.436,1.2687,4771.7
3.142,0.9079,5474.0
0.234,1.9294,4044.52
2.033,1.0824,5114.0
0.151,2.1355,3915.9
0.615,1.3061,4888.33
2.095,1.0812,5147.32
49.368,1.4601,4397.6
3.812,1.3152,4958.0
0.119,1.8477,3921.25
0.12,1.6898,4214.16
2.7,1.2689,4980.6
0.398,1.3403,4773.92
0.416,1.3829,4696.5
0.486,1.2962,4837.23
0.482,1.2246,4870.21
0.262,1.7824,3998.77
2.863,1.0763,4998.86
2.382,1.1571,4935.5
205.625,2.0346,3985.88
0.201,1.4878,4431.0
0.081,1.7851,3994.0
0.112,1.8735,4103.15
5.391,0.8912,5658.5
1.005,1.0606,5752.65
0.452,1.282,4806.17
0.506,1.1847,4855.0
1.951,1.0681,5528.97
0.045,2.241,3539.0
0.447,1.3399,4793.96
1.089,1.3611,4904.0
0.143,2.0368,3692.0
0.622,1.2779,4886.0
87.388,1.8918,4066.12
0.367,1.3824,4718.71
5.874,1.679,4225.5
0.109,1.9118,3793.75
0.721,1.2589,5278.15
0.06,2.2846,3804.89
0.269,1.4657,4440.33
1.371,1.2687,4888.22
0.458,1.2903,4851.95
1.743,1.2615,4857.89
3.188,1.0102,5282.09
0.319,1.6641,4231.33
1.468,1.3483,4733.53
0.099,1.6703,4215.5
0.215,1.5602,4332.0
1.661,1.282,4857.5
36.269,1.6054,4302.03
1.521,1.3878,4641.96
0.532,1.0763,5205.26
0.886,1.2572,4828.5
1.143,1.167,4899.0
0.352,1.4113,4468.17
1.943,1.2367,4968.39
0.108,2.0151,3741.0
0.088,1.9121,4104.18
0.892,1.2232,4855.0
1.639,1.2786,4981.5
0.117,1.6713,4248.0
0.432,1.3559,4865.76
4.166,1.5762,4268.67
0.569,1.3802,4788.0
1.093,1.3848,4578.67
0.73,1.0279,5109.56
0.595,1.3737,4700.47
0.215,1.3754,5000.25
0.502,1.5339,4224.38
0.898,1.319,4751.65
10.148,1.7083,4277.33
0.109,1.5754,4422.72
0.582,1.4417,4452.67
0.379,1.2338,4970.0
3.459,1.3302,4776.51
0.311,1.3206,4793.37
1.021,1.2848,4948.84
0.126,1.6713,4231.0
0.69,1.0299,5240.59
1.515,1.318,4752.22
0.628,1.4954,4434.6
0.157,1.8706,3937.0
0.152,2.0256,3840.39
0.476,1.4556,4385.08
0.065,2.3862,3710.5
0.537,1.3798,4649.6
0.428,1.0134,5203.0
1.271,1.3694,4897.45
0.063,2.0562,3921.0
0.345,1.5349,4328.0
0.434,1.4106,4865.33
0.313,1.4554,4440.0
0.538,1.3521,4865.17
0.597,1.4488,4423.0
0.887,1.2951,4871.55
0.116,1.7763,4142.79
0.893,1.2373,4890.0
0.174,1.4513,4590.3
0.104,1.713,4182.15
5.421,0.6745,6191.12
0.072,2.1312,3946.94
0.232,1.4948,4350.67
1.227,1.2469,4839.75
0.39,1.4197,4398.55
1.277,1.054,5439.0
0.172,1.5007,4451.0
29.568,1.4055,4778.23
0.104,1.9225,3819.75
2.268,1.1477,5011.44
2.476,0.8917,5635.5
0.16,2.1021,3611.5
0.307,1.3403,4869.08
0.104,1.7217,4157.25
7.441,1.6169,4403.0
0.402,1.3178,4752.22
0.162,1.5036,4482.03
5.629,1.4377,4555.49
0.323,1.3679,4700.47
0.432,1.3081,4980.82
0.345,1.2091,4906.0
5.927,1.1562,4809.97
0.092,2.1253,3865.38
0.192,1.2585,5048.0
0.264,1.3419,4653.8
0.17,1.5333,4277.53
0.521,1.174,4890.0
1.013,1.0318,5115.91
0.438,1.1661,4926.0
0.066,1.9545,3920.68
0.445,1.4678,4430.33
0.575,1.3609,4903.5
106.287,1.7649,4156.54
0.474,1.4342,4435.46
1.7,1.2074,4911.33
10.658,0.7203,6074.0
0.291,1.3266,4822.97
0.305,1.2962,4844.34
0.584,1.1761,4894.0
0.418,1.2298,4874.0
1.183,1.0593,5096.33
1.581,1.0855,4995.58
0.383,1.374,4791.0
0.905,1.1012,4973.0
4.404,1.1449,5048.03
2.717,0.9712,5378.0
0.213,1.368,4770.0
0.116,1.6384,4272.0
0.349,1.2191,4801.71
0.095,1.8941,3955.78
0.471,1.2174,4851.63
5.852,0.8775,5860.0
4.195,1.2797,4781.84
0.345,1.3541,4785.1
1.357,1.1647,4987.49
0.273,1.3311,5047.33
2.253,1.2086,4898.0
1.457,1.1286,4909.17
0.45,1.1842,4887.3
1.235,1.1802,4895.1
0.616,0.9692,5293.75
0.086,1.8085,3933.33
0.588,1.1039,5064.14
0.052,2.0074,3741.0
13.115,1.4308,4684.38
1.453,1.0783,5021.28
0.666,1.0805,4929.88
0.462,1.1848,4897.25
7.842,0.8193,5832.0
2.055,1.1019,4975.94
0.27,1.6792,4189.0
1.315,1.0423,5086.75
0.442,1.2118,4898.0
2.591,1.1813,4976.0
0.211,1.3327,4887.75
0.157,1.5157,4418.67
0.098,2.05,4042.26
0.294,1.2239,4857.14
0.816,1.1174,4944.91
0.851,1.1524,4935.25
0.342,1.1589,4946.8
0.538,1.0521,5588.99
16.719,1.3822,4672.86
0.289,1.3553,4940.0
1.968,0.8982,5555.08
151.475,1.6504,4195.66
0.188,1.4977,4364.0
1.026,1.0564,5079.7
1.814,1.0315,5126.94
2.427,0.7928,5953.5
0.079,1.8533,3910.0
0.181,1.4431,4447.33
0.084,2.0923,3668.5
0.17,1.312,4908.29
0.119,1.6447,4172.54
1.033,1.0381,5063.84
39.734,1.4691,4437.99
0.13,1.6511,4192.84
4.153,0.805,5861.25
0.07,1.98,3779.7
0.166,1.5742,4259.0
0.097,1.7782,3952.0
2.611,1.0182,5162.26
1.267,0.9185,5447.25
13.543,1.35,4857.0
0.678,1.1212,4925.48
0.383,1.2545,4841.62
0.97,1.0738,5021.28
1.429,1.0847,5023.65
0.312,1.2557,4867.67
1.167,1.0215,5201.15
3.265,0.8271,5796.0
2.264,0.9884,5156.62
2.072,0.9262,5492.33
0.553,1.2788,5032.67
0.25,1.3876,4852.69
0.392,1.1703,4928.67
0.133,1.836,3951.25
0.904,1.0539,5041.14
0.841,0.921,5339.0
2.037,0.9789,5339.7
0.119,1.5919,4285.81
0.686,1.2296,4906.75
1.174,1.0478,5448.44
0.221,1.4712,4514.79
1.273,1.1363,4983.75
0.151,1.6369,4296.97
1.895,0.9199,5474.0
1.373,1.14,4978.67
0.053,2.3753,3426.5
0.3,1.4746,4631.0
0.151,1.581,4339.33
5.607,0.9878,5341.54
1.363,1.1025,4955.67
1.83,1.0193,5194.61
0.135,1.5552,4271.0
0.387,1.2001,4901.5
0.257,1.35,4850.95
0.514,1.259,5094.67
0.641,1.124,4977.0
